scenario,year,n_models,mmm_K,std_K
ssp126,1850,5,-0.0654294586361516,0.36327909330484215
ssp126,1851,5,0.07851782000733465,0.25659248858649736
ssp126,1852,5,-0.08474122625971177,0.23576042692224466
ssp126,1853,5,0.01699106408473199,0.11174036725221648
ssp126,1854,5,-0.005318036661901715,0.10435174131041408
ssp126,1855,5,-0.18411396581517464,0.23379968930148268
ssp126,1856,5,-0.03374547726053834,0.37645332347627364
ssp126,1857,5,0.11017569068211515,0.06849291782217608
ssp126,1858,5,0.08503455679540366,0.15260785823659603
ssp126,1859,5,0.06180517403847716,0.2900083587261904
ssp126,1860,5,0.029164802556874748,0.23008612858020397
ssp126,1861,5,0.04626369498805616,0.1903058110215203
ssp126,1862,5,-0.08912264262049803,0.14947104803175654
ssp126,1863,5,0.09997076288981362,0.24855022524663475
ssp126,1864,5,-0.059663964254218625,0.2811756967882068
ssp126,1865,5,-0.04928387508191463,0.10331907346286671
ssp126,1866,5,-0.19101802792798708,0.35194171553264236
ssp126,1867,5,-0.006621708479917743,0.13466416220156333
ssp126,1868,5,0.07217365483838875,0.1621466650223744
ssp126,1869,5,0.02668997831978004,0.2847119893385025
ssp126,1870,5,-0.03088600382898221,0.13630846654314832
ssp126,1871,5,0.09233098679186469,0.21831643513330135
ssp126,1872,5,0.25829842623946886,0.15798490451701
ssp126,1873,5,-0.050071143472473524,0.1829024300421445
ssp126,1874,5,-0.02271005044985941,0.15894193624245276
ssp126,1875,5,0.09206650174056677,0.20511288646926312
ssp126,1876,5,0.10666980351863913,0.30254465644716316
ssp126,1877,5,-0.05390671228926749,0.1718282479131213
ssp126,1878,5,-0.021293041882472608,0.1111956371243167
ssp126,1879,5,-0.022681607230731517,0.13063070859509143
ssp126,1880,5,0.12629595753232933,0.1938486660144797
ssp126,1881,5,0.12371207307372742,0.10027315012414122
ssp126,1882,5,-0.040701354419923064,0.11820450970251126
ssp126,1883,5,0.13684580534064708,0.28185473703602165
ssp126,1884,5,-0.19861433020083724,0.09117595687818357
ssp126,1885,5,-0.3121384821464289,0.27042790545423584
ssp126,1886,5,-0.15967640837029648,0.11217055629396158
ssp126,1887,5,-0.030167473106087073,0.1526239249791637
ssp126,1888,5,-0.0979507268941802,0.321202205034478
ssp126,1889,5,-0.1636740140119855,0.20921747315048644
ssp126,1890,5,-0.13385031250188603,0.24599721611487496
ssp126,1891,5,-0.1770737159567716,0.22210068327811755
ssp126,1892,5,0.0355212998407751,0.19362696196997214
ssp126,1893,5,0.016929907289966194,0.19451949999434603
ssp126,1894,5,0.2281397805291249,0.11943132686442745
ssp126,1895,5,0.10377105498762376,0.14616897833381812
ssp126,1896,5,0.15024957125880292,0.14104924544441533
ssp126,1897,5,0.04115937816419546,0.2273365639501095
ssp126,1898,5,-0.01758631013946115,0.3026696519088392
ssp126,1899,5,0.08207998844063695,0.180175400777317
ssp126,1900,5,0.08118233595059791,0.1308040950522165
ssp126,1901,5,-0.05295825711909856,0.24806503962188717
ssp126,1902,5,0.1735667165363907,0.22024970408516611
ssp126,1903,5,-0.28129233566368156,0.2975953518821322
ssp126,1904,5,-0.18307078122943493,0.2065688349325702
ssp126,1905,5,0.06621836127521874,0.1781026264369904
ssp126,1906,5,0.1382942477454435,0.1429831164333183
ssp126,1907,5,-0.025510788069573208,0.25051260175647194
ssp126,1908,5,0.09723118251869209,0.18157554006610474
ssp126,1909,5,0.13998518206861946,0.2673783161460555
ssp126,1910,5,-0.0401433797487357,0.1650867784603264
ssp126,1911,5,0.22899233727755472,0.2839774795251222
ssp126,1912,5,-0.06610808231183682,0.10860945906813387
ssp126,1913,5,-0.2216827975682918,0.26273984240069964
ssp126,1914,5,-0.1287053665538906,0.3131041085308595
ssp126,1915,5,0.08101351362728337,0.35349495863150615
ssp126,1916,5,0.08641550576612644,0.31508346538548077
ssp126,1917,5,-0.0375603426077646,0.27667720775299426
ssp126,1918,5,0.07825679891451501,0.25930991753362403
ssp126,1919,5,-0.01476620726496094,0.36182712756141616
ssp126,1920,5,0.1823378370908017,0.28855083791433145
ssp126,1921,5,0.20504521726595612,0.23200224119001847
ssp126,1922,5,0.13721054467763452,0.5249196927405255
ssp126,1923,5,0.12586820024647521,0.50789316957004
ssp126,1924,5,0.19313109641245774,0.21462013929163257
ssp126,1925,5,0.09536335805016734,0.2365572022589529
ssp126,1926,5,0.11540047385668686,0.35023867870053416
ssp126,1927,5,0.27554291651906626,0.30842801153240795
ssp126,1928,5,0.08737366598001017,0.3518931949672557
ssp126,1929,5,0.07906843512087107,0.520281385837776
ssp126,1930,5,0.1252194915446921,0.3536060246951057
ssp126,1931,5,0.12874383891111166,0.1727715757875741
ssp126,1932,5,0.18608751602785106,0.282677450980078
ssp126,1933,5,0.221765677411895,0.3115225646623985
ssp126,1934,5,0.29028165023318026,0.3481956352305382
ssp126,1935,5,0.09846462913827736,0.49098508385555306
ssp126,1936,5,0.2749975604529368,0.5910595708907314
ssp126,1937,5,0.12869012424839638,0.16124206582270903
ssp126,1938,5,0.06801126857914142,0.2407565414598296
ssp126,1939,5,0.002198254908171293,0.21221840684930668
ssp126,1940,5,0.07560448868741787,0.47150022744951403
ssp126,1941,5,0.024821886789413838,0.480117502183644
ssp126,1942,5,0.1654068865368231,0.13716814413322514
ssp126,1943,5,0.20521527624806596,0.37923650587354113
ssp126,1944,5,0.22487379965111814,0.308798882710066
ssp126,1945,5,0.18309710126371784,0.31695156959587967
ssp126,1946,5,0.20881868800986467,0.23282076450535874
ssp126,1947,5,0.2262089960810954,0.177924340691248
ssp126,1948,5,0.30256127136012767,0.40330712380740896
ssp126,1949,5,0.18514934106231068,0.4536810359011748
ssp126,1950,5,0.11490486270155316,0.2896113875091871
ssp126,1951,5,0.04186031073234062,0.35333823674622344
ssp126,1952,5,0.09306900257093957,0.3265807354602713
ssp126,1953,5,0.18213330949844247,0.41809352089799795
ssp126,1954,5,0.337828715569367,0.33495210545317605
ssp126,1955,5,0.3112781584266486,0.2194207790222952
ssp126,1956,5,0.3369777850570017,0.18623736823216683
ssp126,1957,5,0.19615381379129532,0.46794128767138615
ssp126,1958,5,0.2918051217682091,0.28339465934210667
ssp126,1959,5,0.28828468110211813,0.2057794310074904
ssp126,1960,5,0.20161025747386246,0.39471804033817925
ssp126,1961,5,0.11792467954049926,0.45900112048309955
ssp126,1962,5,0.15441361626903927,0.47986714499822936
ssp126,1963,5,0.1476465151442426,0.5273278067586399
ssp126,1964,5,0.03198241778168267,0.5880864640069842
ssp126,1965,5,-0.0008227901686950645,0.5343573565963566
ssp126,1966,5,0.04855401400125174,0.5145812698137078
ssp126,1967,5,0.08566241194754412,0.5944929133112953
ssp126,1968,5,0.0955396819697171,0.5743172712972999
ssp126,1969,5,-0.04636617520893651,0.7261949037427413
ssp126,1970,5,-0.09230385040992814,0.6487912742381937
ssp126,1971,5,-0.11264294950958628,0.8416583007765275
ssp126,1972,5,0.020188759702102745,0.5067139240741504
ssp126,1973,5,0.03573411606531636,0.6574716028997427
ssp126,1974,5,-0.02391718193291581,0.6711587900957364
ssp126,1975,5,-0.05686831812431592,0.6898107163987353
ssp126,1976,5,0.033446684937166536,0.8342693420930158
ssp126,1977,5,-0.1234745820308035,0.7288911930268744
ssp126,1978,5,0.008502226670339041,0.6326215337383588
ssp126,1979,5,-0.13131102748704962,0.653288701504662
ssp126,1980,5,0.18351421886829938,0.7367080206544778
ssp126,1981,5,0.046377012644279604,0.6861761663504734
ssp126,1982,5,0.012829547853039002,0.6285007180130847
ssp126,1983,5,-0.03361340064757314,0.49115810863367
ssp126,1984,5,-0.009376860450549885,0.5404569875359755
ssp126,1985,5,0.037082730826784885,0.5191048802589388
ssp126,1986,5,0.2768562177867011,0.5432151572728571
ssp126,1987,5,0.2294444461741591,0.5323284921988337
ssp126,1988,5,0.2575760302559388,0.5460785155676084
ssp126,1989,5,0.43591099125231947,0.5498463870159284
ssp126,1990,5,0.5320804556865824,0.35435325405584767
ssp126,1991,5,0.3943711849484771,0.4749944114597208
ssp126,1992,5,0.15884740107488823,0.5189234523305308
ssp126,1993,5,0.2845291304829516,0.433036965061059
ssp126,1994,5,0.29344066705564276,0.5117649329337953
ssp126,1995,5,0.3487297126397834,0.5643293149848367
ssp126,1996,5,0.5681328685339053,0.42110524890796
ssp126,1997,5,0.5257781748331581,0.39226402937925564
ssp126,1998,5,0.5509491227164744,0.35815464779238226
ssp126,1999,5,0.6426564274448652,0.256383584111687
ssp126,2000,5,0.6978545916120652,0.19960759202219022
ssp126,2001,5,0.7311112630023672,0.197421443694275
ssp126,2002,5,0.7564402357128188,0.31768879223847163
ssp126,2003,5,0.9527841147906428,0.45205967066699104
ssp126,2004,5,0.8156602220454147,0.4080890531268982
ssp126,2005,5,1.004892440334936,0.385483253709265
ssp126,2006,5,0.8755314041526049,0.46638679282484097
ssp126,2007,5,0.9602257955041977,0.4567384504512395
ssp126,2008,5,1.0492050670353592,0.2787835062832939
ssp126,2009,5,1.09814934431389,0.45813575758793934
ssp126,2010,5,1.0632847960549157,0.46320301224134336
ssp126,2011,5,1.147793686655484,0.36577177461575777
ssp126,2012,5,1.203201331352841,0.4713617849038632
ssp126,2013,5,1.1742278951975436,0.33647421321042537
ssp126,2014,5,1.3054188316198974,0.4275409518235676
ssp126,2015,5,1.3341227082964793,0.19652435035616395
ssp126,2016,5,1.485597576552277,0.404717565029641
ssp126,2017,5,1.4648040774473317,0.4239032888669919
ssp126,2018,5,1.4415191147226551,0.418295064383338
ssp126,2019,5,1.409955903478442,0.2861049638045329
ssp126,2020,5,1.4448451894826349,0.27675747643487597
ssp126,2021,5,1.4718808571287467,0.20701844120749147
ssp126,2022,5,1.5561872860812287,0.20292728526079046
ssp126,2023,5,1.7218615079939468,0.17094227113382476
ssp126,2024,5,1.7375590211504004,0.19160858910106776
ssp126,2025,5,1.8536476543441722,0.22172660215876305
ssp126,2026,5,1.6769481986218124,0.40964047743639137
ssp126,2027,5,1.6498837784386637,0.3946886308664701
ssp126,2028,5,1.6515061446484083,0.2956237188780921
ssp126,2029,5,1.777715985290115,0.22248895992215903
ssp126,2030,5,1.7214456551107902,0.36636188973968015
ssp126,2031,5,1.7072419548543962,0.2505292030495224
ssp126,2032,5,1.614556388675362,0.39752851098833697
ssp126,2033,5,1.640810968039898,0.4492149643213323
ssp126,2034,5,1.757215065577202,0.5382604426646777
ssp126,2035,5,1.7032943228266049,0.5958777122044897
ssp126,2036,5,1.636102328050947,0.5530968767110613
ssp126,2037,5,1.7834825766953486,0.49596942113651926
ssp126,2038,5,1.7717813142961631,0.5552161210362212
ssp126,2039,5,1.8600904015940842,0.6233708314463169
ssp126,2040,5,1.909183796669197,0.5741827784146509
ssp126,2041,5,1.89964286581029,0.5597523562722679
ssp126,2042,5,1.7940803760328663,0.5892343938224786
ssp126,2043,5,1.8318707133771341,0.6010006651400391
ssp126,2044,5,1.8240518636606453,0.6027763331382628
ssp126,2045,5,1.8287474850409127,0.49450569085196544
ssp126,2046,5,1.9742822334556762,0.5409838804579277
ssp126,2047,5,2.0067421844567663,0.5053108881731949
ssp126,2048,5,2.019787724053606,0.7277627374883227
ssp126,2049,5,2.079348437708563,0.605223807818076
ssp126,2050,5,2.0991017444709654,0.8736385654118614
ssp126,2051,5,2.06745843628953,0.7333543788634781
ssp126,2052,5,1.9812426280957198,0.4934526280539128
ssp126,2053,5,1.9874275455287829,0.6399433986101656
ssp126,2054,5,2.008149067975933,0.6074518235082867
ssp126,2055,5,2.1465435065979817,0.5564314777291572
ssp126,2056,5,2.1074876908226656,0.5601844125756742
ssp126,2057,5,2.1181588925575854,0.657191790589575
ssp126,2058,5,2.2128757564373016,0.6386841700781083
ssp126,2059,5,2.110051454316783,0.668657362995552
ssp126,2060,5,2.1328074968530246,0.47502424913070385
ssp126,2061,5,2.0981046945646655,0.5936909002463414
ssp126,2062,5,2.055066080379413,0.6215114438008816
ssp126,2063,5,2.136656350866565,0.6556486796217934
ssp126,2064,5,2.1209459264442785,0.6638840342830223
ssp126,2065,5,2.0132281667340637,0.484098811263341
ssp126,2066,5,2.2029125009127597,0.5383033071653114
ssp126,2067,5,2.205279082894981,0.7063035346243047
ssp126,2068,5,2.0829539244052513,0.5137127274790183
ssp126,2069,5,2.09854331338945,0.6796512049014152
ssp126,2070,5,2.1183898731264548,0.6347471501868309
ssp126,2071,5,2.1686650659992552,0.7288477470431314
ssp126,2072,5,1.9884112655002242,0.949155061757154
ssp126,2073,5,2.1076391138890243,0.9205476362212692
ssp126,2074,5,2.087100385833355,1.0340115829770973
ssp126,2075,5,2.1697724939670366,0.8839695066671119
ssp126,2076,5,2.057400639905643,0.7286114983015435
ssp126,2077,5,2.1109245397183485,0.9636797433542214
ssp126,2078,5,2.151392784060272,0.9017284429234023
ssp126,2079,5,2.0505177245211597,1.048961129363773
ssp126,2080,5,2.0066120335701045,1.016518987307735
ssp126,2081,5,2.1556047868913084,0.9703352545779127
ssp126,2082,5,2.0735482099216482,0.9443496744540766
ssp126,2083,5,2.0628113177212866,0.9851673975889755
ssp126,2084,5,2.0014604339827655,0.7039265271448418
ssp126,2085,5,2.21190591320443,1.0079083532219897
ssp126,2086,5,2.050291733632082,0.8870871374915703
ssp126,2087,5,2.055660414834347,0.9363055754429322
ssp126,2088,5,2.0135606339925287,1.0178023499308282
ssp126,2089,5,2.1508352385021228,0.8886215147627733
ssp126,2090,5,1.9973960837002664,0.9923361748645018
ssp126,2091,5,1.8769658616455671,0.8864338950474305
ssp126,2092,5,1.9128961299012759,0.946963421656425
ssp126,2093,5,1.9966306403194607,0.9870764598762216
ssp126,2094,5,2.0053454943871545,0.9418833858926269
ssp126,2095,5,2.0255270799678895,1.085922969818007
ssp126,2096,5,1.9629712768411651,0.9898613160148727
ssp126,2097,5,1.8640032315393227,1.1420214953659629
ssp126,2098,5,1.8328582893745193,0.9383777879588366
ssp126,2099,5,1.947395655542016,0.9711812394464311
ssp126,2100,5,1.893426724037613,0.9589156082261786
ssp245,1850,5,-0.0654294586361516,0.36327909330484215
ssp245,1851,5,0.07851782000733465,0.25659248858649736
ssp245,1852,5,-0.08474122625971177,0.23576042692224466
ssp245,1853,5,0.01699106408473199,0.11174036725221648
ssp245,1854,5,-0.005318036661901715,0.10435174131041408
ssp245,1855,5,-0.18411396581517464,0.23379968930148268
ssp245,1856,5,-0.03374547726053834,0.37645332347627364
ssp245,1857,5,0.11017569068211515,0.06849291782217608
ssp245,1858,5,0.08503455679540366,0.15260785823659603
ssp245,1859,5,0.06180517403847716,0.2900083587261904
ssp245,1860,5,0.029164802556874748,0.23008612858020397
ssp245,1861,5,0.04626369498805616,0.1903058110215203
ssp245,1862,5,-0.08912264262049803,0.14947104803175654
ssp245,1863,5,0.09997076288981362,0.24855022524663475
ssp245,1864,5,-0.059663964254218625,0.2811756967882068
ssp245,1865,5,-0.04928387508191463,0.10331907346286671
ssp245,1866,5,-0.19101802792798708,0.35194171553264236
ssp245,1867,5,-0.006621708479917743,0.13466416220156333
ssp245,1868,5,0.07217365483838875,0.1621466650223744
ssp245,1869,5,0.02668997831978004,0.2847119893385025
ssp245,1870,5,-0.03088600382898221,0.13630846654314832
ssp245,1871,5,0.09233098679186469,0.21831643513330135
ssp245,1872,5,0.25829842623946886,0.15798490451701
ssp245,1873,5,-0.050071143472473524,0.1829024300421445
ssp245,1874,5,-0.02271005044985941,0.15894193624245276
ssp245,1875,5,0.09206650174056677,0.20511288646926312
ssp245,1876,5,0.10666980351863913,0.30254465644716316
ssp245,1877,5,-0.05390671228926749,0.1718282479131213
ssp245,1878,5,-0.021293041882472608,0.1111956371243167
ssp245,1879,5,-0.022681607230731517,0.13063070859509143
ssp245,1880,5,0.12629595753232933,0.1938486660144797
ssp245,1881,5,0.12371207307372742,0.10027315012414122
ssp245,1882,5,-0.040701354419923064,0.11820450970251126
ssp245,1883,5,0.13684580534064708,0.28185473703602165
ssp245,1884,5,-0.19861433020083724,0.09117595687818357
ssp245,1885,5,-0.3121384821464289,0.27042790545423584
ssp245,1886,5,-0.15967640837029648,0.11217055629396158
ssp245,1887,5,-0.030167473106087073,0.1526239249791637
ssp245,1888,5,-0.0979507268941802,0.321202205034478
ssp245,1889,5,-0.1636740140119855,0.20921747315048644
ssp245,1890,5,-0.13385031250188603,0.24599721611487496
ssp245,1891,5,-0.1770737159567716,0.22210068327811755
ssp245,1892,5,0.0355212998407751,0.19362696196997214
ssp245,1893,5,0.016929907289966194,0.19451949999434603
ssp245,1894,5,0.2281397805291249,0.11943132686442745
ssp245,1895,5,0.10377105498762376,0.14616897833381812
ssp245,1896,5,0.15024957125880292,0.14104924544441533
ssp245,1897,5,0.04115937816419546,0.2273365639501095
ssp245,1898,5,-0.01758631013946115,0.3026696519088392
ssp245,1899,5,0.08207998844063695,0.180175400777317
ssp245,1900,5,0.08118233595059791,0.1308040950522165
ssp245,1901,5,-0.05295825711909856,0.24806503962188717
ssp245,1902,5,0.1735667165363907,0.22024970408516611
ssp245,1903,5,-0.28129233566368156,0.2975953518821322
ssp245,1904,5,-0.18307078122943493,0.2065688349325702
ssp245,1905,5,0.06621836127521874,0.1781026264369904
ssp245,1906,5,0.1382942477454435,0.1429831164333183
ssp245,1907,5,-0.025510788069573208,0.25051260175647194
ssp245,1908,5,0.09723118251869209,0.18157554006610474
ssp245,1909,5,0.13998518206861946,0.2673783161460555
ssp245,1910,5,-0.0401433797487357,0.1650867784603264
ssp245,1911,5,0.22899233727755472,0.2839774795251222
ssp245,1912,5,-0.06610808231183682,0.10860945906813387
ssp245,1913,5,-0.2216827975682918,0.26273984240069964
ssp245,1914,5,-0.1287053665538906,0.3131041085308595
ssp245,1915,5,0.08101351362728337,0.35349495863150615
ssp245,1916,5,0.08641550576612644,0.31508346538548077
ssp245,1917,5,-0.0375603426077646,0.27667720775299426
ssp245,1918,5,0.07825679891451501,0.25930991753362403
ssp245,1919,5,-0.01476620726496094,0.36182712756141616
ssp245,1920,5,0.1823378370908017,0.28855083791433145
ssp245,1921,5,0.20504521726595612,0.23200224119001847
ssp245,1922,5,0.13721054467763452,0.5249196927405255
ssp245,1923,5,0.12586820024647521,0.50789316957004
ssp245,1924,5,0.19313109641245774,0.21462013929163257
ssp245,1925,5,0.09536335805016734,0.2365572022589529
ssp245,1926,5,0.11540047385668686,0.35023867870053416
ssp245,1927,5,0.27554291651906626,0.30842801153240795
ssp245,1928,5,0.08737366598001017,0.3518931949672557
ssp245,1929,5,0.07906843512087107,0.520281385837776
ssp245,1930,5,0.1252194915446921,0.3536060246951057
