scenario,year,n_models,mmm_K,std_K
ssp245,1931,5,0.12874383891111166,0.1727715757875741
ssp245,1932,5,0.18608751602785106,0.282677450980078
ssp245,1933,5,0.221765677411895,0.3115225646623985
ssp245,1934,5,0.29028165023318026,0.3481956352305382
ssp245,1935,5,0.09846462913827736,0.49098508385555306
ssp245,1936,5,0.2749975604529368,0.5910595708907314
ssp245,1937,5,0.12869012424839638,0.16124206582270903
ssp245,1938,5,0.06801126857914142,0.2407565414598296
ssp245,1939,5,0.002198254908171293,0.21221840684930668
ssp245,1940,5,0.07560448868741787,0.47150022744951403
ssp245,1941,5,0.024821886789413838,0.480117502183644
ssp245,1942,5,0.1654068865368231,0.13716814413322514
ssp245,1943,5,0.20521527624806596,0.37923650587354113
ssp245,1944,5,0.22487379965111814,0.308798882710066
ssp245,1945,5,0.18309710126371784,0.31695156959587967
ssp245,1946,5,0.20881868800986467,0.23282076450535874
ssp245,1947,5,0.2262089960810954,0.177924340691248
ssp245,1948,5,0.30256127136012767,0.40330712380740896
ssp245,1949,5,0.18514934106231068,0.4536810359011748
ssp245,1950,5,0.11490486270155316,0.2896113875091871
ssp245,1951,5,0.04186031073234062,0.35333823674622344
ssp245,1952,5,0.09306900257093957,0.3265807354602713
ssp245,1953,5,0.18213330949844247,0.41809352089799795
ssp245,1954,5,0.337828715569367,0.33495210545317605
ssp245,1955,5,0.3112781584266486,0.2194207790222952
ssp245,1956,5,0.3369777850570017,0.18623736823216683
ssp245,1957,5,0.19615381379129532,0.46794128767138615
ssp245,1958,5,0.2918051217682091,0.28339465934210667
ssp245,1959,5,0.28828468110211813,0.2057794310074904
ssp245,1960,5,0.20161025747386246,0.39471804033817925
ssp245,1961,5,0.11792467954049926,0.45900112048309955
ssp245,1962,5,0.15441361626903927,0.47986714499822936
ssp245,1963,5,0.1476465151442426,0.5273278067586399
ssp245,1964,5,0.03198241778168267,0.5880864640069842
ssp245,1965,5,-0.0008227901686950645,0.5343573565963566
ssp245,1966,5,0.04855401400125174,0.5145812698137078
ssp245,1967,5,0.08566241194754412,0.5944929133112953
ssp245,1968,5,0.0955396819697171,0.5743172712972999
ssp245,1969,5,-0.04636617520893651,0.7261949037427413
ssp245,1970,5,-0.09230385040992814,0.6487912742381937
ssp245,1971,5,-0.11264294950958628,0.8416583007765275
ssp245,1972,5,0.020188759702102745,0.5067139240741504
ssp245,1973,5,0.03573411606531636,0.6574716028997427
ssp245,1974,5,-0.02391718193291581,0.6711587900957364
ssp245,1975,5,-0.05686831812431592,0.6898107163987353
ssp245,1976,5,0.033446684937166536,0.8342693420930158
ssp245,1977,5,-0.1234745820308035,0.7288911930268744
ssp245,1978,5,0.008502226670339041,0.6326215337383588
ssp245,1979,5,-0.13131102748704962,0.653288701504662
ssp245,1980,5,0.18351421886829938,0.7367080206544778
ssp245,1981,5,0.046377012644279604,0.6861761663504734
ssp245,1982,5,0.012829547853039002,0.6285007180130847
ssp245,1983,5,-0.03361340064757314,0.49115810863367
ssp245,1984,5,-0.009376860450549885,0.5404569875359755
ssp245,1985,5,0.037082730826784885,0.5191048802589388
ssp245,1986,5,0.2768562177867011,0.5432151572728571
ssp245,1987,5,0.2294444461741591,0.5323284921988337
ssp245,1988,5,0.2575760302559388,0.5460785155676084
ssp245,1989,5,0.43591099125231947,0.5498463870159284
ssp245,1990,5,0.5320804556865824,0.35435325405584767
ssp245,1991,5,0.3943711849484771,0.4749944114597208
ssp245,1992,5,0.15884740107488823,0.5189234523305308
ssp245,1993,5,0.2845291304829516,0.433036965061059
ssp245,1994,5,0.29344066705564276,0.5117649329337953
ssp245,1995,5,0.3487297126397834,0.5643293149848367
ssp245,1996,5,0.5681328685339053,0.42110524890796
ssp245,1997,5,0.5257781748331581,0.39226402937925564
ssp245,1998,5,0.5509491227164744,0.35815464779238226
ssp245,1999,5,0.6426564274448652,0.256383584111687
ssp245,2000,5,0.6978545916120652,0.19960759202219022
ssp245,2001,5,0.7311112630023672,0.197421443694275
ssp245,2002,5,0.7564402357128188,0.31768879223847163
ssp245,2003,5,0.9527841147906428,0.45205967066699104
ssp245,2004,5,0.8156602220454147,0.4080890531268982
ssp245,2005,5,1.004892440334936,0.385483253709265
ssp245,2006,5,0.8755314041526049,0.46638679282484097
ssp245,2007,5,0.9602257955041977,0.4567384504512395
ssp245,2008,5,1.0492050670353592,0.2787835062832939
ssp245,2009,5,1.09814934431389,0.45813575758793934
ssp245,2010,5,1.0632847960549157,0.46320301224134336
ssp245,2011,5,1.147793686655484,0.36577177461575777
ssp245,2012,5,1.203201331352841,0.4713617849038632
ssp245,2013,5,1.1742278951975436,0.33647421321042537
ssp245,2014,5,1.3054188316198974,0.4275409518235676
ssp245,2015,5,1.296186064145843,0.29400453903564383
ssp245,2016,5,1.2403158765212425,0.21871649701141307
ssp245,2017,5,1.4193283953640616,0.44425780620677974
ssp245,2018,5,1.313299481657009,0.40637051132881685
ssp245,2019,5,1.4042826363396101,0.2853342309765319
ssp245,2020,5,1.4381693900095,0.21581192598208382
ssp245,2021,5,1.58936308661182,0.2473873711905441
ssp245,2022,5,1.7525019870174106,0.27856593819141146
ssp245,2023,5,1.463051702147368,0.22816383174679494
ssp245,2024,5,1.7286273377123393,0.5182904268775498
ssp245,2025,5,1.7469123188895765,0.3249636893059237
ssp245,2026,5,1.7737491119165611,0.26792684677285683
ssp245,2027,5,1.728509947568466,0.3093389064217128
ssp245,2028,5,1.653547541068565,0.3154496156290213
ssp245,2029,5,1.8993116191711579,0.48226482807068494
ssp245,2030,5,1.7564682788621782,0.361177981027648
ssp245,2031,5,1.8200544160493108,0.42049645487588744
ssp245,2032,5,1.9080105980180293,0.4573910235785926
ssp245,2033,5,1.7124292316502192,0.38131621420360523
ssp245,2034,5,1.7990015295957165,0.5052466382852012
ssp245,2035,5,1.8704341326997451,0.27255198032835853
ssp245,2036,5,2.0465682539225556,0.5631837972908577
ssp245,2037,5,2.0054125399978373,0.5290206384579462
ssp245,2038,5,1.9033992183488748,0.4608768949573441
ssp245,2039,5,1.939142143516858,0.5707247429484232
ssp245,2040,5,2.0205922543507997,0.6792934566229273
ssp245,2041,5,2.055899130825344,0.5030204390488864
ssp245,2042,5,1.9349696346042038,0.47350626086746006
ssp245,2043,5,1.8297241944029679,0.7130171116484268
ssp245,2044,5,1.8433570449614762,0.6341585901893053
ssp245,2045,5,2.0058556425684286,0.5600884491697324
ssp245,2046,5,2.1969886118908333,0.8125239760027619
ssp245,2047,5,2.278697974120962,0.7195037189734935
ssp245,2048,5,2.273745863967838,0.7359208739836546
ssp245,2049,5,2.205152120379148,0.7962297293873007
ssp245,2050,5,2.374371121261049,0.6512959060049972
ssp245,2051,5,2.105391295248387,0.6122963259568656
ssp245,2052,5,2.147973646108426,0.6954397099365118
ssp245,2053,5,2.304746277233369,0.7640603264239118
ssp245,2054,5,2.352546743848427,0.7044837622963948
ssp245,2055,5,2.226864234509776,0.6799590641044301
ssp245,2056,5,2.3503634268144085,0.8069073097752488
ssp245,2057,5,2.4932277525494895,0.8258118371834076
ssp245,2058,5,2.611044226534932,0.8072795355563799
ssp245,2059,5,2.6862872245351355,0.8503814403826914
ssp245,2060,5,2.590294417189591,0.7713305984667738
ssp245,2061,5,2.562752071338616,0.8267740820611015
ssp245,2062,5,2.4487899951492182,0.7137927273418317
ssp245,2063,5,2.51589237759091,0.8301040374394463
ssp245,2064,5,2.6475265826204577,0.8362711110951498
ssp245,2065,5,2.559215436902741,0.7178628407661294
ssp245,2066,5,2.504816315747098,0.8859554076714238
ssp245,2067,5,2.560216205367715,0.8343910398115506
ssp245,2068,5,2.7051895105496895,0.9221164271313019
ssp245,2069,5,2.5294467412295263,0.7824048937122694
ssp245,2070,5,2.698799844393716,1.0721584766853547
ssp245,2071,5,2.6302470741375488,1.1088194569773486
ssp245,2072,5,2.783616851200577,0.9117119430790682
ssp245,2073,5,3.0501414677961636,1.008284151394473
ssp245,2074,5,2.843867904266176,0.9245548030248714
ssp245,2075,5,2.8368964571575703,0.9721297516449908
ssp245,2076,5,3.083623899437214,0.8982477680205769
ssp245,2077,5,2.851082694513502,0.8920797734718123
ssp245,2078,5,3.0241727536434495,0.965635629494907
ssp245,2079,5,2.927687307900919,1.0162908069368513
ssp245,2080,5,3.0497905171938897,1.0703072431633174
ssp245,2081,5,2.9724500223615906,0.9546580906479301
ssp245,2082,5,3.0015423394330583,0.9991188001309926
ssp245,2083,5,3.0877201590124175,1.0173811917771278
ssp245,2084,5,3.0676851125929145,1.060453412648312
ssp245,2085,5,2.972179389838857,0.9536883688148629
ssp245,2086,5,3.267385698363205,1.1955275937197825
ssp245,2087,5,3.1915798147957504,1.3533539447053884
ssp245,2088,5,3.1750623371614095,1.2435930074971222
ssp245,2089,5,3.040041436120191,1.0693182526828313
ssp245,2090,5,3.042770593853845,1.0506357582086332
ssp245,2091,5,3.0961514838758717,1.2106057333358096
ssp245,2092,5,3.161513857919954,0.9630904410006695
ssp245,2093,5,3.2332380164396683,1.0499086949903713
ssp245,2094,5,3.188951166444292,1.0967131883732897
ssp245,2095,5,3.1914951200087556,1.2430234558782436
ssp245,2096,5,3.1157047820045136,1.3035620906425565
ssp245,2097,5,3.2702019659189205,1.319798718559212
ssp245,2098,5,3.1933814807457113,1.3313506265516986
ssp245,2099,5,3.125487561672389,1.2925191894395667
ssp245,2100,5,3.2578658875326143,1.3653874683538987
ssp370,1850,5,-0.0654294586361516,0.36327909330484215
ssp370,1851,5,0.07851782000733465,0.25659248858649736
ssp370,1852,5,-0.08474122625971177,0.23576042692224466
ssp370,1853,5,0.01699106408473199,0.11174036725221648
ssp370,1854,5,-0.005318036661901715,0.10435174131041408
ssp370,1855,5,-0.18411396581517464,0.23379968930148268
ssp370,1856,5,-0.03374547726053834,0.37645332347627364
ssp370,1857,5,0.11017569068211515,0.06849291782217608
ssp370,1858,5,0.08503455679540366,0.15260785823659603
ssp370,1859,5,0.06180517403847716,0.2900083587261904
ssp370,1860,5,0.029164802556874748,0.23008612858020397
ssp370,1861,5,0.04626369498805616,0.1903058110215203
ssp370,1862,5,-0.08912264262049803,0.14947104803175654
ssp370,1863,5,0.09997076288981362,0.24855022524663475
ssp370,1864,5,-0.059663964254218625,0.2811756967882068
ssp370,1865,5,-0.04928387508191463,0.10331907346286671
ssp370,1866,5,-0.19101802792798708,0.35194171553264236
ssp370,1867,5,-0.006621708479917743,0.13466416220156333
ssp370,1868,5,0.07217365483838875,0.1621466650223744
ssp370,1869,5,0.02668997831978004,0.2847119893385025
ssp370,1870,5,-0.03088600382898221,0.13630846654314832
ssp370,1871,5,0.09233098679186469,0.21831643513330135
ssp370,1872,5,0.25829842623946886,0.15798490451701
ssp370,1873,5,-0.050071143472473524,0.1829024300421445
ssp370,1874,5,-0.02271005044985941,0.15894193624245276
ssp370,1875,5,0.09206650174056677,0.20511288646926312
ssp370,1876,5,0.10666980351863913,0.30254465644716316
ssp370,1877,5,-0.05390671228926749,0.1718282479131213
ssp370,1878,5,-0.021293041882472608,0.1111956371243167
ssp370,1879,5,-0.022681607230731517,0.13063070859509143
ssp370,1880,5,0.12629595753232933,0.1938486660144797
ssp370,1881,5,0.12371207307372742,0.10027315012414122
ssp370,1882,5,-0.040701354419923064,0.11820450970251126
ssp370,1883,5,0.13684580534064708,0.28185473703602165
ssp370,1884,5,-0.19861433020083724,0.09117595687818357
ssp370,1885,5,-0.3121384821464289,0.27042790545423584
ssp370,1886,5,-0.15967640837029648,0.11217055629396158
ssp370,1887,5,-0.030167473106087073,0.1526239249791637
ssp370,1888,5,-0.0979507268941802,0.321202205034478
ssp370,1889,5,-0.1636740140119855,0.20921747315048644
ssp370,1890,5,-0.13385031250188603,0.24599721611487496
ssp370,1891,5,-0.1770737159567716,0.22210068327811755
ssp370,1892,5,0.0355212998407751,0.19362696196997214
ssp370,1893,5,0.016929907289966194,0.19451949999434603
ssp370,1894,5,0.2281397805291249,0.11943132686442745
ssp370,1895,5,0.10377105498762376,0.14616897833381812
ssp370,1896,5,0.15024957125880292,0.14104924544441533
ssp370,1897,5,0.04115937816419546,0.2273365639501095
ssp370,1898,5,-0.01758631013946115,0.3026696519088392
ssp370,1899,5,0.08207998844063695,0.180175400777317
ssp370,1900,5,0.08118233595059791,0.1308040950522165
ssp370,1901,5,-0.05295825711909856,0.24806503962188717
ssp370,1902,5,0.1735667165363907,0.22024970408516611
ssp370,1903,5,-0.28129233566368156,0.2975953518821322
ssp370,1904,5,-0.18307078122943493,0.2065688349325702
ssp370,1905,5,0.06621836127521874,0.1781026264369904
ssp370,1906,5,0.1382942477454435,0.1429831164333183
ssp370,1907,5,-0.025510788069573208,0.25051260175647194
ssp370,1908,5,0.09723118251869209,0.18157554006610474
ssp370,1909,5,0.13998518206861946,0.2673783161460555
ssp370,1910,5,-0.0401433797487357,0.1650867784603264
ssp370,1911,5,0.22899233727755472,0.2839774795251222
ssp370,1912,5,-0.06610808231183682,0.10860945906813387
ssp370,1913,5,-0.2216827975682918,0.26273984240069964
ssp370,1914,5,-0.1287053665538906,0.3131041085308595
ssp370,1915,5,0.08101351362728337,0.35349495863150615
ssp370,1916,5,0.08641550576612644,0.31508346538548077
ssp370,1917,5,-0.0375603426077646,0.27667720775299426
ssp370,1918,5,0.07825679891451501,0.25930991753362403
ssp370,1919,5,-0.01476620726496094,0.36182712756141616
ssp370,1920,5,0.1823378370908017,0.28855083791433145
ssp370,1921,5,0.20504521726595612,0.23200224119001847
ssp370,1922,5,0.13721054467763452,0.5249196927405255
ssp370,1923,5,0.12586820024647521,0.50789316957004
ssp370,1924,5,0.19313109641245774,0.21462013929163257
ssp370,1925,5,0.09536335805016734,0.2365572022589529
ssp370,1926,5,0.11540047385668686,0.35023867870053416
ssp370,1927,5,0.27554291651906626,0.30842801153240795
ssp370,1928,5,0.08737366598001017,0.3518931949672557
ssp370,1929,5,0.07906843512087107,0.520281385837776
ssp370,1930,5,0.1252194915446921,0.3536060246951057
ssp370,1931,5,0.12874383891111166,0.1727715757875741
ssp370,1932,5,0.18608751602785106,0.282677450980078
ssp370,1933,5,0.221765677411895,0.3115225646623985
ssp370,1934,5,0.29028165023318026,0.3481956352305382
ssp370,1935,5,0.09846462913827736,0.49098508385555306
ssp370,1936,5,0.2749975604529368,0.5910595708907314
ssp370,1937,5,0.12869012424839638,0.16124206582270903
ssp370,1938,5,0.06801126857914142,0.2407565414598296
ssp370,1939,5,0.002198254908171293,0.21221840684930668
ssp370,1940,5,0.07560448868741787,0.47150022744951403
ssp370,1941,5,0.024821886789413838,0.480117502183644
ssp370,1942,5,0.1654068865368231,0.13716814413322514
ssp370,1943,5,0.20521527624806596,0.37923650587354113
ssp370,1944,5,0.22487379965111814,0.308798882710066
ssp370,1945,5,0.18309710126371784,0.31695156959587967
ssp370,1946,5,0.20881868800986467,0.23282076450535874
ssp370,1947,5,0.2262089960810954,0.177924340691248
ssp370,1948,5,0.30256127136012767,0.40330712380740896
ssp370,1949,5,0.18514934106231068,0.4536810359011748
ssp370,1950,5,0.11490486270155316,0.2896113875091871
ssp370,1951,5,0.04186031073234062,0.35333823674622344
ssp370,1952,5,0.09306900257093957,0.3265807354602713
ssp370,1953,5,0.18213330949844247,0.41809352089799795
ssp370,1954,5,0.337828715569367,0.33495210545317605
ssp370,1955,5,0.3112781584266486,0.2194207790222952
ssp370,1956,5,0.3369777850570017,0.18623736823216683
ssp370,1957,5,0.19615381379129532,0.46794128767138615
ssp370,1958,5,0.2918051217682091,0.28339465934210667
ssp370,1959,5,0.28828468110211813,0.2057794310074904
ssp370,1960,5,0.20161025747386246,0.39471804033817925
ssp370,1961,5,0.11792467954049926,0.45900112048309955
ssp370,1962,5,0.15441361626903927,0.47986714499822936
ssp370,1963,5,0.1476465151442426,0.5273278067586399
ssp370,1964,5,0.03198241778168267,0.5880864640069842
ssp370,1965,5,-0.0008227901686950645,0.5343573565963566
ssp370,1966,5,0.04855401400125174,0.5145812698137078
ssp370,1967,5,0.08566241194754412,0.5944929133112953
ssp370,1968,5,0.0955396819697171,0.5743172712972999
ssp370,1969,5,-0.04636617520893651,0.7261949037427413
ssp370,1970,5,-0.09230385040992814,0.6487912742381937
ssp370,1971,5,-0.11264294950958628,0.8416583007765275
ssp370,1972,5,0.020188759702102745,0.5067139240741504
ssp370,1973,5,0.03573411606531636,0.6574716028997427
ssp370,1974,5,-0.02391718193291581,0.6711587900957364
ssp370,1975,5,-0.05686831812431592,0.6898107163987353
ssp370,1976,5,0.033446684937166536,0.8342693420930158
ssp370,1977,5,-0.1234745820308035,0.7288911930268744
ssp370,1978,5,0.008502226670339041,0.6326215337383588
ssp370,1979,5,-0.13131102748704962,0.653288701504662
ssp370,1980,5,0.18351421886829938,0.7367080206544778
ssp370,1981,5,0.046377012644279604,0.6861761663504734
ssp370,1982,5,0.012829547853039002,0.6285007180130847
ssp370,1983,5,-0.03361340064757314,0.49115810863367
ssp370,1984,5,-0.009376860450549885,0.5404569875359755
ssp370,1985,5,0.037082730826784885,0.5191048802589388
ssp370,1986,5,0.2768562177867011,0.5432151572728571
ssp370,1987,5,0.2294444461741591,0.5323284921988337
ssp370,1988,5,0.2575760302559388,0.5460785155676084
ssp370,1989,5,0.43591099125231947,0.5498463870159284
ssp370,1990,5,0.5320804556865824,0.35435325405584767
ssp370,1991,5,0.3943711849484771,0.4749944114597208
ssp370,1992,5,0.15884740107488823,0.5189234523305308
ssp370,1993,5,0.2845291304829516,0.433036965061059
ssp370,1994,5,0.29344066705564276,0.5117649329337953
ssp370,1995,5,0.3487297126397834,0.5643293149848367
ssp370,1996,5,0.5681328685339053,0.42110524890796
ssp370,1997,5,0.5257781748331581,0.39226402937925564
ssp370,1998,5,0.5509491227164744,0.35815464779238226
ssp370,1999,5,0.6426564274448652,0.256383584111687
ssp370,2000,5,0.6978545916120652,0.19960759202219022
ssp370,2001,5,0.7311112630023672,0.197421443694275
ssp370,2002,5,0.7564402357128188,0.31768879223847163
ssp370,2003,5,0.9527841147906428,0.45205967066699104
ssp370,2004,5,0.8156602220454147,0.4080890531268982
ssp370,2005,5,1.004892440334936,0.385483253709265
ssp370,2006,5,0.8755314041526049,0.46638679282484097
ssp370,2007,5,0.9602257955041977,0.4567384504512395
ssp370,2008,5,1.0492050670353592,0.2787835062832939
ssp370,2009,5,1.09814934431389,0.45813575758793934
ssp370,2010,5,1.0632847960549157,0.46320301224134336
ssp370,2011,5,1.147793686655484,0.36577177461575777
ssp370,2012,5,1.203201331352841,0.4713617849038632
ssp370,2013,5,1.1742278951975436,0.33647421321042537
